error,errorFilt,angle,angleRad,uSignal255,uSignal255Int,uSignalPWM,pwm_values,time_steps,timestamps,angleFilt,filtVelocity,velocity
92.55,0.24,-2.549999999999997,-0.044505895925855354,-54.64285714285714,-55,1150.0,1150.0,0.004572,0.004984,-2.0963087719298263,0.24317874396135253,0.24
92.47,0.36,-2.469999999999999,-0.04310963252425992,-54.64285714285714,-55,1150.0,1150.0,0.004572,0.009968,-2.0871076339497407,0.2423776899429072,0.36
92.38,0.41,-2.3799999999999955,-0.041538836197464964,-54.64285714285714,-55,1150.0,1150.0,0.004584,0.014952,-2.0779064959696556,0.24157663592446188,0.41
92.31,0.21,-2.3100000000000023,-0.04031710572106905,-54.64285714285714,-55,1150.0,1150.0,0.00462,0.019936,-2.06870535798957,0.24077558190601656,0.21
92.29,0.21,-2.2900000000000063,-0.039968039870670255,-54.64285714285714,-55,1150.0,1150.0,0.0046,0.024919999999999998,-2.059504220009485,0.23997452788757126,0.21
92.26,0.27,-2.260000000000005,-0.03944444109507194,-54.64285714285714,-55,1150.0,1150.0,0.004572,0.029903999999999997,-2.0503030820293993,0.23917347386912594,0.27
92.18,0.22,-2.180000000000007,-0.0380481776934765,-54.64285714285714,-55,1150.0,1150.0,0.004604,0.034887999999999995,-2.041101944049314,0.2383724198506806,0.22
92.15,0.07,-2.1500000000000057,-0.037524578917878186,-54.64285714285714,-55,1150.0,1150.0,0.004592,0.039872,-2.0319008060692285,0.2375713658322353,0.07
92.12,0.08,-2.1200000000000045,-0.037000980142279864,-54.64285714285714,-55,1150.0,1150.0,0.004576,0.044856,-2.0226996680891434,0.23677031181378996,0.08
92.07,0.01,-2.069999999999993,-0.036128315516282504,-54.64285714285714,-55,1150.0,1150.0,0.004584,0.04984,-2.0134985301090578,0.23596925779534464,0.01
92.04,0.14,-2.0400000000000063,-0.03560471674068443,-54.64285714285714,-55,1150.0,1150.0,0.004564,0.054824000000000005,-2.004297392128972,0.23516820377689934,0.14
92.01,0.3,-2.010000000000005,-0.03508111796508611,-54.64285714285714,-55,1150.0,1150.0,0.004588,0.05980800000000001,-1.995096254148887,0.23436714975845402,0.3
91.96,0.25,-1.9599999999999937,-0.03420845333908875,-54.64285714285714,-55,1150.0,1150.0,0.004616,0.064792,-1.9858951161688014,0.2335660957400087,0.25
91.93,0.29,-1.9300000000000068,-0.03368485456349068,-54.64285714285714,-55,1150.0,1150.0,0.004592,0.069776,-1.976693978188716,0.23276504172156337,0.29
91.89,0.28,-1.8900000000000006,-0.03298672286269284,-54.64285714285714,-55,1150.0,1150.0,0.0046,0.07476000000000001,-1.9674928402086307,0.23196398770311805,0.28
91.88,0.31,-1.8799999999999955,-0.03281218993749332,-54.64285714285714,-55,1150.0,1150.0,0.004584,0.07974400000000001,-1.9582917022285453,0.23116293368467272,0.31
91.87,0.21,-1.8700000000000045,-0.03263765701229404,-54.64285714285714,-55,1150.0,1150.0,0.004624,0.08472800000000001,-1.94909056424846,0.23036187966622743,0.21
91.86,0.24,-1.8599999999999994,-0.03246312408709452,-54.64285714285714,-55,1150.0,1150.0,0.004588,0.08971200000000001,-1.9398894262683746,0.2295608256477821,0.24
91.83,0.42,-1.8299999999999983,-0.0319395253114962,-54.64285714285714,-55,1150.0,1150.0,0.0046,0.09469600000000002,-1.9306882882882892,0.22875977162933678,0.42
91.82,0.06,-1.8199999999999932,-0.03176499238629668,-54.64285714285714,-55,1150.0,1150.0,0.004568,0.09968000000000002,-1.9214871503082038,0.22795871761089145,0.06
91.78,0.34,-1.7800000000000011,-0.031066860685499086,-54.64285714285714,-55,1150.0,1150.0,0.004628,0.10466400000000002,-1.9122860123281185,0.22715766359244613,0.34
91.78,0.26,-1.7800000000000011,-0.031066860685499086,-54.64285714285714,-55,1150.0,1150.0,0.004576,0.10964800000000002,-1.9030848743480329,0.2263566095740008,0.26
91.76,0.31,-1.7600000000000051,-0.03071779483510029,-54.64285714285714,-55,1150.0,1150.0,0.0046,0.11463200000000003,-1.8938837363679475,0.22555555555555562,0.31
91.75,0.28,-1.75,-0.030543261909900768,-54.64285714285714,-55,1150.0,1150.0,0.004572,0.11961600000000003,-1.8846825983878621,0.22555555555555562,0.28
91.73,0.24,-1.730000000000004,-0.030194196059501972,-54.64285714285714,-55,1150.0,1150.0,0.004592,0.12460000000000003,-1.8754814604077767,0.22200000000000011,0.24
91.73,0.14,-1.730000000000004,-0.030194196059501972,-54.64285714285714,-55,1150.0,1150.0,0.004616,0.12958400000000003,-1.8662803224276914,0.21711111111111123,0.14
91.71,0.28,-1.7099999999999937,-0.029845130209102927,-54.64285714285714,-55,1150.0,1150.0,0.004612,0.13456800000000002,-1.857079184447606,0.2213333333333334,0.28
91.73,0.38,-1.730000000000004,-0.030194196059501972,-54.64285714285714,-55,1150.0,1150.0,0.004624,0.139552,-1.8478780464675206,0.21711111111111123,0.38
91.71,0.36,-1.7099999999999937,-0.029845130209102927,-54.64285714285714,-55,1150.0,1150.0,0.00464,0.144536,-1.838676908487435,0.2177777777777779,0.36
