55.378,-0.046
55.893,-0.151
56.305,-0.36
56.442,-0.882
56.58,-1.404
56.854,-1.717
57.198,-1.613
57.541,-1.195
57.679,-0.36
57.816,0.476
57.953,1.624
58.091,2.981
58.571,2.459
58.709,1.415
58.846,0.789
59.052,0.058
59.602,0.684
59.876,0.267
60.357,-0.046
60.563,-0.568
60.701,-1.299
60.838,-2.03
61.25,2.668
61.25,-1.195
61.387,4.234
61.593,5.696
61.937,4.861
62.143,3.19
62.624,4.026
63.173,4.548
63.723,3.399
63.86,2.042
64.272,-0.046
64.615,-2.135
64.821,-3.492
65.165,-5.267
65.371,-6.937
65.577,-8.399
65.92,-9.443
66.195,-1.404
66.264,-4.223
66.401,0.58
67.225,2.981
67.569,6.323
67.775,9.142
68.187,12.483
68.462,11.439
68.599,9.664
68.736,7.784
68.874,6.427
69.148,4.548
69.354,3.295
70.041,2.773
70.179,1.624
70.316,0.162
70.591,-1.195
70.728,-3.179
71.003,-4.118
71.277,-1.926
71.484,1.102
71.827,3.086
72.239,4.026
72.651,3.608
72.926,3.817
73.063,3.086
73.269,2.459
73.407,1.52
73.613,0.789
74.162,0.58
74.505,2.042
75.124,3.086
75.81,4.443
76.223,5.487
76.566,4.548
77.047,4.13
77.184,3.086
77.527,0.371
77.802,-1.717
78.008,-4.014
78.146,-6.102
78.42,-8.817
78.832,-10.07
79.107,-11.218
79.313,-12.262
79.725,-13.411
80,-11.531
80.206,-8.817
80.549,-5.893
80.893,-3.805
81.236,-2.552
81.58,-0.986
81.717,-2.135
81.854,-3.805
81.992,-6.311
82.129,-7.459
82.473,-2.97
82.747,-1.09
83.091,0.684
83.777,1.833
84.121,1.311
84.396,0.998
84.739,2.042
85.426,2.146
85.563,1.624
85.838,0.893
86.044,-0.046
86.387,-0.255
86.868,-0.046
87.28,0.371
87.624,-0.151
87.83,-0.464
88.31,0.684
88.791,0.684
88.997,-0.046
89.272,-0.777
89.547,-1.195
90.096,-1.508
90.646,-1.09
90.989,-1.926
91.126,-2.97
91.264,-4.014
91.47,-4.64
91.607,-5.162
92.122,-4.64
